time_s,goal_steer_deg,curr_steer_deg
1746812438.921,629.340,7.010
1746812439.020,629.340,629.340
1746812439.120,629.340,629.340
1746812439.220,629.340,629.340
1746812439.320,629.340,629.340
1746812439.421,629.340,629.340
1746812439.521,629.340,629.340
1746812439.620,629.340,629.340
1746812439.720,629.340,629.340
1746812439.821,629.340,629.340
1746812439.920,629.340,629.340
1746812440.020,629.340,629.340
1746812440.121,629.340,629.340
1746812440.221,629.340,629.340
1746812440.321,629.340,629.340
1746812440.422,629.340,629.340
1746812440.520,629.340,629.340
1746812440.620,629.340,629.340
1746812440.720,629.340,629.340
1746812440.820,629.340,629.340
1746812440.920,629.340,629.340
1746812441.020,629.340,629.340
1746812441.120,629.340,629.340
1746812441.220,629.340,629.340
1746812441.320,629.340,629.340
1746812441.420,629.340,629.340
1746812441.520,629.340,629.340
1746812441.621,629.340,629.340
1746812441.721,617.440,629.340
1746812441.820,617.440,617.440
1746812441.920,617.440,617.440
1746812442.021,614.280,617.440
1746812442.120,614.280,614.280
1746812442.220,614.280,614.280
1746812442.320,493.560,614.280
1746812442.420,493.560,493.560
1746812442.520,386.000,493.560
1746812442.620,339.560,386.000
1746812442.720,339.560,339.560
1746812442.820,215.250,339.560
1746812442.920,215.250,215.250
1746812443.020,215.250,215.250
1746812443.120,530.470,215.250
1746812443.220,530.470,530.470
1746812443.320,575.740,530.470
1746812443.421,629.340,575.740
1746812443.521,629.340,629.340
1746812443.621,629.340,629.340
1746812443.722,629.340,629.340
1746812443.820,605.490,629.340
1746812443.921,488.550,605.490
1746812444.021,488.550,488.550
1746812444.120,477.830,488.550
1746812444.220,291.410,477.830
1746812444.321,291.410,291.410
1746812444.423,111.530,291.410
1746812444.520,111.530,111.530
1746812444.621,111.530,111.530
1746812444.720,87.390,111.530
1746812444.820,-93.150,87.390
1746812444.920,-93.630,-93.150
1746812445.021,-209.490,-93.630
1746812445.120,-244.970,-209.490
1746812445.221,-244.990,-244.970
1746812445.320,-284.170,-244.990
1746812445.420,-332.540,-284.170
1746812445.520,-332.540,-332.540
1746812445.620,-359.050,-332.540
1746812445.720,-407.330,-359.050
1746812445.820,-407.330,-407.330
1746812445.921,-454.180,-407.330
1746812446.020,-410.000,-454.180
1746812446.120,-410.000,-410.000
1746812446.220,-430.310,-410.000
1746812446.321,-477.830,-430.310
1746812446.420,-477.830,-477.830
1746812446.520,-439.690,-477.830
1746812446.620,-471.270,-439.690
1746812446.720,-471.270,-471.270
1746812446.820,-499.790,-471.270
1746812446.920,-531.680,-499.790
1746812447.020,-531.680,-531.680
1746812447.121,-472.970,-531.680
1746812447.220,-520.130,-472.970
1746812447.321,-520.130,-520.130
1746812447.420,-520.130,-520.130
1746812447.520,-624.280,-520.130
1746812447.621,-624.280,-624.280
1746812447.720,-629.340,-624.280
1746812447.820,-629.340,-629.340
1746812447.921,-629.340,-629.340
1746812448.020,-588.240,-629.340
1746812448.120,-585.370,-588.240
1746812448.226,-585.370,-585.370
1746812448.320,-585.370,-585.370
1746812448.420,-590.540,-585.370
1746812448.520,-590.540,-590.540
1746812448.620,-607.370,-590.540
1746812448.721,-629.340,-607.370
1746812448.820,-629.340,-629.340
1746812448.920,-629.340,-629.340
1746812449.021,-629.340,-629.340
1746812449.120,-629.340,-629.340
1746812449.220,-629.340,-629.340
1746812449.320,-629.340,-629.340
1746812449.420,-629.340,-629.340
1746812449.520,-629.340,-629.340
1746812449.620,-629.340,-629.340
1746812449.720,-629.340,-629.340
1746812449.820,-629.340,-629.340
1746812449.920,-629.340,-629.340
1746812450.021,-629.340,-629.340
1746812450.121,-629.340,-629.340
1746812450.222,-629.340,-629.340
1746812450.320,-629.340,-629.340
1746812450.420,-629.340,-629.340
1746812450.521,-545.900,-629.340
1746812450.620,-545.900,-545.900
1746812450.720,-524.200,-545.900
1746812450.820,-438.170,-524.200
1746812450.921,-438.170,-438.170
1746812451.021,-392.320,-438.170
1746812451.120,-346.320,-392.320
1746812451.221,-309.140,-346.320
1746812451.323,-244.490,-309.140
1746812451.420,-244.490,-244.490
1746812451.521,-204.630,-244.490
1746812451.620,-181.150,-204.630
1746812451.720,-167.220,-181.150
1746812451.825,-96.550,-167.220
1746812451.920,-96.550,-96.550
1746812452.020,-87.660,-96.550
1746812452.120,-42.390,-87.660
1746812452.220,-42.390,-42.390
1746812452.321,-42.390,-42.390
1746812452.421,38.340,-42.390
1746812452.520,38.550,38.340
1746812452.620,50.660,38.550
1746812452.720,103.520,50.660
1746812452.820,104.040,103.520
1746812452.920,104.560,104.040
1746812453.020,126.740,104.560
1746812453.120,153.190,126.740
1746812453.220,153.190,153.190
1746812453.321,209.950,153.190
1746812453.420,209.950,209.950
1746812453.520,209.950,209.950
1746812453.620,330.190,209.950
1746812453.720,358.590,330.190
1746812453.820,358.590,358.590
1746812453.920,379.430,358.590
1746812454.020,403.760,379.430
1746812454.120,403.760,403.760
1746812454.220,419.530,403.760
1746812454.320,440.340,419.530
1746812454.420,440.340,440.340
1746812454.520,448.150,440.340
1746812454.620,467.020,448.150
1746812454.725,467.020,467.020
1746812454.821,490.850,467.020
1746812454.925,490.850,490.850
1746812455.020,488.130,490.850
1746812455.120,496.050,488.130
1746812455.220,496.050,496.050
1746812455.320,496.050,496.050
1746812455.421,491.680,496.050
1746812455.520,491.680,491.680
1746812455.620,487.500,491.680
1746812455.720,474.030,487.500
1746812455.820,474.030,474.030
1746812455.920,452.680,474.030
1746812456.021,452.680,452.680
1746812456.120,452.680,452.680
1746812456.221,414.880,452.680
1746812456.321,414.880,414.880
1746812456.421,414.880,414.880
1746812456.521,365.030,414.880
1746812456.621,365.030,365.030
1746812456.720,344.690,365.030
1746812456.820,298.620,344.690
1746812456.920,298.620,298.620
1746812457.021,280.770,298.620
1746812457.120,113.130,280.770
1746812457.220,113.130,113.130
1746812457.320,9.320,113.130
1746812457.420,9.320,9.320
1746812457.521,17.700,9.320
1746812457.621,-59.070,17.700
1746812457.720,-59.380,-59.070
1746812457.820,-52.530,-59.380
1746812457.921,-52.800,-52.530
1746812458.020,-53.070,-52.800
1746812458.120,-153.120,-53.070
1746812458.220,-153.880,-153.120
1746812458.320,-103.780,-153.880
1746812458.421,-139.320,-103.780
1746812458.526,-139.320,-139.320
1746812458.620,-153.970,-139.320
1746812458.720,-164.370,-153.970
1746812458.821,-175.230,-164.370
1746812458.920,-184.480,-175.230
1746812459.020,-184.480,-184.480
1746812459.120,-190.120,-184.480
1746812459.221,-193.690,-190.120
1746812459.320,-193.690,-193.690
1746812459.421,-195.950,-193.690
1746812459.520,-194.970,-195.950
1746812459.621,-194.060,-194.970
1746812459.721,-187.810,-194.060
1746812459.820,-187.810,-187.810
1746812459.920,-179.600,-187.810
1746812460.020,-170.580,-179.600
1746812460.120,-170.580,-170.580
1746812460.224,-162.040,-170.580
1746812460.321,-134.320,-162.040
1746812460.420,-134.320,-134.320
1746812460.520,-134.320,-134.320
1746812460.621,-107.530,-134.320
1746812460.721,-87.660,-107.530
1746812460.820,-87.660,-87.660
1746812460.920,-65.150,-87.660
1746812461.021,-45.420,-65.150
1746812461.120,-45.420,-45.420
1746812461.220,-42.390,-45.420
1746812461.320,-18.540,-42.390
1746812461.420,-18.540,-18.540
1746812461.520,-3.150,-18.540
1746812461.621,5.880,-3.150
1746812461.720,5.920,5.880
1746812461.820,19.450,5.920
1746812461.921,19.560,19.450
1746812462.020,21.630,19.560
1746812462.120,23.980,21.630
1746812462.221,24.110,23.980
1746812462.320,22.760,24.110
1746812462.420,24.520,22.760
1746812462.520,24.220,24.520
1746812462.621,22.110,24.220
1746812462.720,22.220,22.110
1746812462.820,22.340,22.220
1746812462.921,18.530,22.340
1746812463.020,18.630,18.530
1746812463.121,16.250,18.630
1746812463.220,14.330,16.250
1746812463.320,14.400,14.330
1746812463.421,12.510,14.400
1746812463.520,12.570,12.510
1746812463.621,14.620,12.570
1746812463.721,10.740,14.620
1746812463.821,10.790,10.740
1746812463.921,9.840,10.790
1746812464.021,10.330,9.840
1746812464.121,9.880,10.330
1746812464.220,11.150,9.880
1746812464.320,10.760,11.150
1746812464.420,12.310,10.760
1746812464.521,12.210,12.310
1746812464.620,12.050,12.210
1746812464.720,11.120,12.050
1746812464.820,14.590,11.120
1746812464.920,11.360,14.590
1746812465.020,12.790,11.360
1746812465.120,12.630,12.790
1746812465.220,12.690,12.630
1746812465.320,12.250,12.690
1746812465.420,12.520,12.250
1746812465.520,10.090,12.520
1746812465.620,10.230,10.090
1746812465.720,10.710,10.230
1746812465.820,9.260,10.710
1746812465.921,8.960,9.260
1746812466.020,9.440,8.960
1746812466.120,7.500,9.440
1746812466.220,7.540,7.500
1746812466.321,7.570,7.540
1746812466.420,6.600,7.570
1746812466.521,4.570,6.600
1746812466.620,5.670,4.570
1746812466.721,4.680,5.670
1746812466.821,2.620,4.680
1746812466.920,3.710,2.620
1746812467.020,0.720,3.710
1746812467.120,-0.520,0.720
1746812467.220,-0.530,-0.520
1746812467.320,-3.650,-0.530
1746812467.421,-7.340,-3.650
1746812467.520,-8.390,-7.340
1746812467.621,-16.440,-8.390
1746812467.721,-16.530,-16.440
1746812467.821,-19.600,-16.530
1746812467.921,-22.600,-19.600
1746812468.020,-24.680,-22.600
1746812468.120,-29.280,-24.680
1746812468.220,-29.440,-29.280
1746812468.320,-32.060,-29.440
1746812468.420,-34.210,-32.060
1746812468.520,-34.390,-34.210
1746812468.620,-37.350,-34.390
1746812468.720,-37.540,-37.350
1746812468.820,-42.720,-37.540
1746812468.922,-42.940,-42.720
1746812469.020,-46.480,-42.940
1746812469.120,-50.580,-46.480
1746812469.220,-50.830,-50.580
1746812469.321,-56.870,-50.830
1746812469.420,-59.140,-56.870
1746812469.520,-59.140,-59.140
1746812469.620,-64.330,-59.140
1746812469.720,-72.770,-64.330
1746812469.820,-72.770,-72.770
1746812469.920,-76.570,-72.770
1746812470.020,-89.550,-76.570
1746812470.120,-91.980,-89.550
1746812470.220,-108.590,-91.980
1746812470.320,-108.590,-108.590
1746812470.420,-108.590,-108.590
1746812470.520,-124.810,-108.590
1746812470.620,-124.810,-124.810
1746812470.720,-130.100,-124.810
1746812470.820,-142.470,-130.100
1746812470.920,-142.470,-142.470
1746812471.031,-156.580,-142.470
1746812471.121,-156.580,-156.580
1746812471.220,-160.480,-156.580
1746812471.321,-170.320,-160.480
1746812471.420,-170.320,-170.320
1746812471.521,-176.000,-170.320
1746812471.620,-185.000,-176.000
1746812471.720,-185.000,-185.000
1746812471.821,-197.770,-185.000
1746812471.920,-197.770,-197.770
1746812472.021,-200.820,-197.770
1746812472.121,-212.730,-200.820
1746812472.221,-212.730,-212.730
1746812472.321,-218.270,-212.730
1746812472.420,-228.310,-218.270
1746812472.520,-228.310,-228.310
1746812472.620,-231.810,-228.310
1746812472.720,-241.520,-231.810
1746812472.820,-241.520,-241.520
1746812472.920,-256.840,-241.520
1746812473.020,-256.840,-256.840
1746812473.120,-263.710,-256.840
1746812473.220,-270.800,-263.710
1746812473.321,-270.800,-270.800
1746812473.421,-276.650,-270.800
1746812473.520,-285.860,-276.650
1746812473.620,-285.860,-285.860
1746812473.720,-295.260,-285.860
1746812473.821,-297.390,-295.260
1746812473.920,-296.460,-297.390
1746812474.020,-304.600,-296.460
1746812474.120,-302.910,-304.600
1746812474.220,-303.650,-302.910
1746812474.320,-310.090,-303.650
1746812474.421,-310.090,-310.090
1746812474.520,-310.090,-310.090
1746812474.620,-310.090,-310.090
1746812474.721,-312.470,-310.090
1746812474.820,-308.660,-312.470
1746812474.921,-322.420,-308.660
1746812475.020,-322.420,-322.420
1746812475.120,-322.420,-322.420
1746812475.221,-314.600,-322.420
1746812475.320,-314.600,-314.600
1746812475.420,-314.600,-314.600
1746812475.521,-310.560,-314.600
1746812475.620,-310.560,-310.560
1746812475.720,-310.560,-310.560
1746812475.820,-303.410,-310.560
1746812475.920,-303.410,-303.410
1746812476.020,-305.530,-303.410
1746812476.120,-301.250,-305.530
1746812476.220,-301.250,-301.250
1746812476.320,-303.800,-301.250
1746812476.421,-300.570,-303.800
1746812476.520,-298.940,-300.570
1746812476.621,-312.470,-298.940
1746812476.720,-312.470,-312.470
1746812476.821,-320.050,-312.470
1746812476.920,-320.050,-320.050
1746812477.020,-320.050,-320.050
1746812477.120,-321.710,-320.050
1746812477.221,-328.780,-321.710
1746812477.321,-328.780,-328.780
1746812477.420,-253.140,-328.780
1746812477.520,-261.750,-253.140
1746812477.621,-262.620,-261.750
1746812477.721,-272.750,-262.620
1746812477.820,-272.750,-272.750
1746812477.920,-353.740,-272.750
1746812478.020,-203.870,-353.740
1746812478.120,-203.870,-203.870
1746812478.222,-217.770,-203.870
1746812478.321,-217.770,-217.770
1746812478.423,-217.770,-217.770
1746812478.521,-245.480,-217.770
1746812478.621,-245.480,-245.480
1746812478.720,-261.020,-245.480
1746812478.820,-365.030,-261.020
1746812478.921,-365.030,-365.030
1746812479.020,-236.540,-365.030
1746812479.120,-236.540,-236.540
1746812479.220,-236.540,-236.540
1746812479.321,-376.240,-236.540
1746812479.421,-376.240,-376.240
1746812479.521,-115.790,-376.240
1746812479.621,-318.870,-115.790
1746812479.720,-318.870,-318.870
1746812479.821,-326.900,-318.870
1746812479.921,-347.480,-326.900
1746812480.020,-347.480,-347.480
1746812480.121,-356.520,-347.480
1746812480.220,-292.850,-356.520
1746812480.320,-292.850,-292.850
1746812480.420,-317.920,-292.850
1746812480.521,-317.920,-317.920
1746812480.620,-317.920,-317.920
1746812480.720,-234.300,-317.920
1746812480.820,-234.300,-234.300
1746812480.920,-234.300,-234.300
1746812481.021,-158.400,-234.300
1746812481.120,-158.400,-158.400
1746812481.220,-158.400,-158.400
1746812481.320,-161.260,-158.400
1746812481.421,-176.520,-161.260
1746812481.520,-176.520,-176.520
1746812481.621,-194.460,-176.520
1746812481.720,-115.260,-194.460
1746812481.820,-115.260,-115.260
1746812481.921,-207.160,-115.260
1746812482.024,-207.160,-207.160
1746812482.120,-207.160,-207.160
1746812482.220,-225.550,-207.160
1746812482.321,-35.760,-225.550
1746812482.420,-35.760,-35.760
1746812482.520,327.170,-35.760
1746812482.620,299.580,327.170
1746812482.720,299.580,299.580
1746812482.821,292.850,299.580
1746812482.920,266.650,292.850
1746812483.021,262.240,266.650
1746812483.120,225.050,262.240
1746812483.221,225.050,225.050
1746812483.321,206.660,225.050
1746812483.421,181.660,206.660
1746812483.520,181.660,181.660
1746812483.620,126.400,181.660
1746812483.720,126.400,126.400
1746812483.820,126.400,126.400
1746812483.921,61.050,126.400
1746812484.021,61.050,61.050
1746812484.120,61.050,61.050
1746812484.220,3.150,61.050
1746812484.321,-54.390,3.150
1746812484.421,-54.670,-54.390
1746812484.520,-121.630,-54.670
1746812484.620,-184.360,-121.630
1746812484.720,-185.270,-184.360
1746812484.820,-274.460,-185.270
1746812484.920,-274.460,-274.460
1746812485.020,-274.460,-274.460
1746812485.121,-418.430,-274.460
1746812485.220,-418.430,-418.430
1746812485.320,-418.430,-418.430
