time_s,goal_steer_deg,curr_steer_deg
1746813562.616,-629.340,-629.340
1746813562.716,-520.520,-629.340
1746813562.816,-520.520,-520.520
1746813562.917,-445.890,-520.520
1746813563.016,-445.890,-445.890
1746813563.116,-445.890,-445.890
1746813563.216,-445.890,-445.890
1746813563.316,-445.890,-445.890
1746813563.416,-398.910,-445.890
1746813563.517,-398.910,-398.910
1746813563.616,-398.910,-398.910
1746813563.717,-331.050,-398.910
1746813563.816,-331.050,-331.050
1746813563.917,-331.050,-331.050
1746813564.017,-331.050,-331.050
1746813564.117,-281.640,-331.050
1746813564.216,-281.640,-281.640
1746813564.319,-281.640,-281.640
1746813564.416,-269.050,-281.640
1746813564.516,-216.600,-269.050
1746813564.617,-216.600,-216.600
1746813564.716,-166.850,-216.600
1746813564.817,-166.850,-166.850
1746813564.919,-166.850,-166.850
1746813565.016,-156.370,-166.850
1746813565.117,-130.140,-156.370
1746813565.217,-130.140,-130.140
1746813565.316,-130.140,-130.140
1746813565.417,-99.330,-130.140
1746813565.516,-75.890,-99.330
1746813565.616,-75.890,-75.890
1746813565.717,-75.890,-75.890
1746813565.817,-54.110,-75.890
1746813565.917,-32.100,-54.110
1746813566.018,-32.100,-32.100
1746813566.117,-32.100,-32.100
1746813566.217,-24.800,-32.100
1746813566.316,4.460,-24.800
1746813566.416,4.500,4.460
1746813566.516,4.530,4.500
1746813566.616,18.150,4.530
1746813566.717,18.270,18.150
1746813566.816,18.380,18.270
1746813566.917,21.940,18.380
1746813567.016,26.000,21.940
1746813567.116,26.160,26.000
1746813567.218,26.320,26.160
1746813567.316,25.940,26.320
1746813567.416,25.850,25.940
1746813567.516,26.300,25.850
1746813567.631,26.470,26.300
1746813567.716,25.450,26.470
1746813567.817,26.270,25.450
1746813567.923,26.430,26.270
1746813568.017,24.360,26.430
1746813568.116,24.020,24.360
1746813568.216,24.160,24.020
1746813568.318,24.290,24.160
1746813568.416,24.430,24.290
1746813568.527,22.560,24.430
1746813568.617,20.320,22.560
1746813568.717,22.360,20.320
1746813568.816,22.480,22.360
1746813568.917,21.010,22.480
1746813569.018,19.750,21.010
1746813569.116,20.890,19.750
1746813569.216,20.890,20.890
1746813569.317,18.200,20.890
1746813569.418,16.240,18.200
1746813569.516,16.240,16.240
1746813569.617,16.240,16.240
1746813569.717,16.240,16.240
1746813569.816,13.550,16.240
1746813569.916,10.340,13.550
1746813570.017,12.070,10.340
1746813570.117,7.900,12.070
1746813570.216,3.960,7.900
1746813570.316,3.960,3.960
