time_s,goal_steer_deg,curr_steer_deg
1746816799.044,-10.020,-32.790
1746816799.143,-10.020,-10.020
1746816799.243,-24.540,-10.020
1746816799.343,-24.540,-24.540
1746816799.443,-20.400,-24.540
1746816799.543,-20.400,-20.400
1746816799.643,13.060,-20.400
1746816799.743,13.200,13.060
1746816799.843,4.470,13.200
1746816799.943,4.540,4.470
1746816800.044,-4.300,4.540
1746816800.144,-47.380,-4.300
1746816800.243,17.940,-47.380
1746816800.344,18.130,17.940
1746816800.444,32.920,18.130
1746816800.543,33.240,32.920
1746816800.643,183.220,33.240
1746816800.743,184.850,183.220
1746816800.844,32.020,184.850
1746816800.944,30.680,32.020
1746816801.044,34.620,30.680
1746816801.143,34.620,34.620
1746816801.243,19.020,34.620
1746816801.343,19.020,19.020
1746816801.444,11.640,19.020
1746816801.544,11.640,11.640
1746816801.643,8.870,11.640
1746816801.743,10.770,8.870
1746816801.843,6.470,10.770
1746816801.943,8.630,6.470
1746816802.043,9.590,8.630
1746816802.143,8.870,9.590
1746816802.244,8.870,8.870
1746816802.343,8.870,8.870
1746816802.443,10.770,8.870
1746816802.543,9.330,10.770
1746816802.644,4.560,9.330
1746816802.743,8.170,4.560
1746816802.844,5.310,8.170
1746816802.944,7.480,5.310
1746816803.044,11.280,7.480
1746816803.143,8.400,11.280
1746816803.243,2.670,8.400
1746816803.344,3.190,2.670
1746816803.443,3.220,3.190
1746816803.543,-1.140,3.220
1746816803.644,-4.040,-1.140
1746816803.744,-8.000,-4.040
1746816803.843,-8.100,-8.000
1746816803.944,-17.520,-8.100
1746816804.043,-17.700,-17.520
1746816804.143,-26.470,-17.700
1746816804.244,-26.730,-26.470
1746816804.344,-40.380,-26.730
1746816804.443,-40.760,-40.380
1746816804.544,-55.360,-40.760
1746816804.643,-47.180,-55.360
1746816804.744,-4.760,-47.180
1746816804.844,25.050,-4.760
1746816804.944,29.920,25.050
1746816805.043,30.190,29.920
1746816805.144,32.090,30.190
1746816805.244,32.380,32.090
1746816805.343,34.290,32.380
1746816805.443,34.590,34.290
1746816805.544,240.620,34.590
1746816805.644,229.510,240.620
1746816805.744,207.690,229.510
1746816805.844,207.690,207.690
1746816805.943,38.500,207.690
1746816806.044,22.240,38.500
1746816806.146,11.870,22.240
1746816806.243,11.870,11.870
1746816806.344,-0.900,11.870
1746816806.443,-0.940,-0.900
1746816806.544,-10.560,-0.940
1746816806.644,-10.680,-10.560
1746816806.744,-18.020,-10.680
1746816806.843,-14.390,-18.020
1746816806.944,-21.260,-14.390
1746816807.044,-18.570,-21.260
1746816807.144,-14.340,-18.570
1746816807.244,-10.680,-14.340
1746816807.343,-9.030,-10.680
1746816807.443,-9.130,-9.030
1746816807.544,-2.910,-9.130
1746816807.643,-2.950,-2.910
1746816807.744,6.150,-2.950
1746816807.844,6.200,6.150
1746816807.944,14.880,6.200
1746816808.044,15.010,14.880
1746816808.143,11.870,15.010
1746816808.243,26.610,11.870
1746816808.344,12.200,26.610
1746816808.444,12.300,12.200
1746816808.544,42.490,12.300
1746816808.643,42.830,42.490
1746816808.744,116.840,42.830
1746816808.843,116.840,116.840
1746816808.943,168.380,116.840
1746816809.043,168.380,168.380
1746816809.144,159.390,168.380
1746816809.244,159.390,159.390
1746816809.344,167.320,159.390
1746816809.443,167.320,167.320
1746816809.546,161.540,167.320
1746816809.644,159.730,161.540
1746816809.744,158.100,159.730
1746816809.844,192.160,158.100
1746816809.944,192.160,192.160
1746816810.044,54.860,192.160
1746816810.144,54.860,54.860
1746816810.245,134.320,54.860
1746816810.343,134.320,134.320
1746816810.443,119.250,134.320
1746816810.543,119.250,119.250
1746816810.644,107.380,119.250
1746816810.744,107.380,107.380
1746816810.844,102.520,107.380
1746816810.943,102.520,102.520
1746816811.043,98.870,102.520
1746816811.144,101.640,98.870
1746816811.244,104.290,101.640
1746816811.344,104.290,104.290
1746816811.443,109.360,104.290
1746816811.544,111.120,109.360
1746816811.644,116.620,111.120
1746816811.744,116.620,116.620
1746816811.843,126.910,116.620
1746816811.943,126.910,126.910
1746816812.044,128.440,126.910
1746816812.144,133.670,128.440
1746816812.244,135.630,133.670
1746816812.343,146.250,135.630
1746816812.443,146.250,146.250
1746816812.547,159.390,146.250
1746816812.643,159.390,159.390
1746816812.744,163.890,159.390
1746816812.843,163.890,163.890
1746816812.944,45.560,163.890
1746816813.043,47.440,45.560
1746816813.144,48.830,47.440
1746816813.243,46.700,48.830
1746816813.343,42.830,46.700
1746816813.444,42.830,42.830
1746816813.544,51.470,42.830
1746816813.644,53.510,51.470
1746816813.744,157.240,53.510
1746816813.844,194.900,157.240
1746816813.947,116.180,194.900
1746816814.044,116.180,116.180
1746816814.143,-12.360,116.180
1746816814.243,-12.490,-12.360
1746816814.344,-629.340,-12.490
1746816814.443,-629.340,-629.340
1746816814.544,-607.290,-629.340
1746816814.643,-424.910,-607.290
1746816814.743,-518.040,-424.910
1746816814.843,-518.040,-518.040
1746816814.944,-590.100,-518.040
1746816815.044,-590.100,-590.100
1746816815.144,-629.340,-590.100
1746816815.244,-629.340,-629.340
1746816815.344,-629.340,-629.340
1746816815.444,-629.340,-629.340
1746816815.544,-629.340,-629.340
1746816815.644,-629.340,-629.340
1746816815.744,-629.340,-629.340
1746816815.844,-629.340,-629.340
1746816815.944,-629.340,-629.340
1746816816.043,-629.340,-629.340
1746816816.144,-629.340,-629.340
1746816816.243,-629.340,-629.340
1746816816.344,-629.340,-629.340
1746816816.443,-629.340,-629.340
1746816816.544,-629.340,-629.340
1746816816.643,-629.340,-629.340
1746816816.744,-629.340,-629.340
1746816816.843,-629.340,-629.340
1746816816.944,-629.340,-629.340
1746816817.044,-629.340,-629.340
1746816817.144,-629.340,-629.340
1746816817.243,-629.340,-629.340
1746816817.344,-629.340,-629.340
1746816817.445,-629.340,-629.340
1746816817.544,-629.340,-629.340
1746816817.643,-629.340,-629.340
1746816817.744,-629.340,-629.340
1746816817.843,-629.340,-629.340
1746816817.944,-426.900,-629.340
1746816818.043,-426.900,-426.900
1746816818.143,191.870,-426.900
1746816818.243,193.590,191.870
1746816818.344,198.260,193.590
1746816818.443,202.600,198.260
1746816818.544,212.500,202.600
1746816818.644,216.040,212.500
1746816818.744,234.460,216.040
1746816818.843,234.460,234.460
1746816818.944,258.980,234.460
1746816819.043,258.980,258.980
1746816819.144,284.750,258.980
1746816819.243,284.750,284.750
1746816819.345,314.630,284.750
1746816819.443,314.630,314.630
1746816819.544,339.520,314.630
1746816819.643,339.520,339.520
1746816819.743,373.270,339.520
1746816819.843,373.270,373.270
1746816819.944,404.230,373.270
1746816820.044,410.300,404.230
1746816820.145,442.940,410.300
1746816820.243,442.940,442.940
1746816820.344,488.000,442.940
1746816820.443,488.000,488.000
1746816820.544,546.320,488.000
1746816820.644,546.320,546.320
1746816820.744,569.410,546.320
1746816820.844,573.100,569.410
1746816820.944,593.560,573.100
1746816821.045,596.230,593.560
1746816821.144,592.780,596.230
1746816821.244,592.780,592.780
1746816821.344,614.690,592.780
1746816821.443,614.690,614.690
1746816821.544,629.340,614.690
1746816821.643,629.340,629.340
1746816821.744,629.340,629.340
1746816821.844,629.340,629.340
1746816821.944,629.340,629.340
1746816822.043,629.340,629.340
1746816822.144,629.340,629.340
1746816822.244,629.340,629.340
1746816822.344,629.340,629.340
1746816822.443,629.340,629.340
1746816822.544,629.340,629.340
1746816822.644,629.340,629.340
1746816822.744,629.340,629.340
1746816822.844,629.340,629.340
1746816822.944,629.340,629.340
1746816823.044,629.340,629.340
1746816823.144,629.340,629.340
1746816823.244,629.340,629.340
1746816823.344,629.340,629.340
1746816823.444,629.340,629.340
1746816823.544,629.340,629.340
1746816823.644,629.340,629.340
1746816823.744,629.340,629.340
1746816823.843,602.160,629.340
1746816823.943,602.160,602.160
1746816824.043,565.700,602.160
1746816824.144,565.700,565.700
1746816824.244,522.240,565.700
1746816824.343,522.240,522.240
1746816824.444,473.040,522.240
1746816824.543,473.040,473.040
1746816824.644,412.680,473.040
1746816824.744,412.680,412.680
1746816824.843,396.270,412.680
1746816824.944,355.640,396.270
1746816825.044,349.710,355.640
1746816825.144,312.670,349.710
1746816825.244,312.670,312.670
1746816825.344,265.670,312.670
1746816825.444,265.670,265.670
1746816825.544,234.660,265.670
1746816825.644,234.660,234.660
1746816825.744,205.390,234.660
1746816825.844,205.390,205.390
1746816825.944,103.400,205.390
1746816826.043,103.400,103.400
1746816826.144,83.190,103.400
1746816826.244,83.190,83.190
1746816826.344,66.380,83.190
1746816826.444,66.380,66.380
1746816826.543,135.190,66.380
1746816826.644,135.190,135.190
1746816826.744,128.000,135.190
1746816826.843,128.000,128.000
1746816826.943,126.260,128.000
1746816827.044,126.260,126.260
1746816827.144,122.980,126.260
1746816827.243,122.980,122.980
1746816827.344,128.220,122.980
1746816827.444,128.220,128.220
1746816827.544,131.490,128.220
1746816827.644,131.490,131.490
1746816827.744,138.670,131.490
1746816827.843,138.670,138.670
1746816827.944,146.030,138.670
1746816828.044,146.030,146.030
1746816828.144,147.760,146.030
1746816828.244,147.760,147.760
1746816828.344,159.180,147.760
1746816828.444,159.180,159.180
1746816828.544,165.390,159.180
1746816828.644,165.390,165.390
1746816828.744,177.760,165.390
1746816828.844,177.760,177.760
1746816828.944,174.250,177.760
1746816829.043,181.300,174.250
1746816829.143,184.340,181.300
1746816829.244,190.890,184.340
1746816829.344,190.890,190.890
1746816829.444,202.670,190.890
1746816829.543,202.670,202.670
1746816829.644,212.290,202.670
1746816829.744,212.290,212.290
1746816829.845,216.240,212.290
1746816829.943,216.240,216.240
1746816830.043,226.820,216.240
1746816830.144,226.820,226.820
1746816830.244,232.600,226.820
1746816830.343,232.600,232.600
1746816830.443,238.770,232.600
1746816830.543,238.770,238.770
1746816830.644,205.600,238.770
1746816830.743,205.600,205.600
1746816830.844,215.200,205.600
1746816830.944,215.200,215.200
1746816831.044,207.490,215.200
1746816831.144,207.490,207.490
1746816831.244,140.400,207.490
1746816831.343,140.400,140.400
1746816831.444,144.740,140.400
1746816831.543,144.740,144.740
1746816831.644,277.140,144.740
1746816831.743,247.990,277.140
1746816831.844,173.930,247.990
1746816831.943,173.930,173.930
1746816832.044,184.970,173.930
1746816832.143,184.970,184.970
1746816832.244,206.440,184.970
1746816832.344,207.300,206.440
1746816832.444,276.140,207.300
1746816832.543,276.140,276.140
1746816832.643,241.030,276.140
1746816832.744,241.030,241.030
1746816832.846,227.240,241.030
1746816832.943,227.240,227.240
1746816833.043,394.970,227.240
1746816833.144,394.970,394.970
1746816833.243,409.560,394.970
1746816833.343,264.050,409.560
1746816833.444,277.340,264.050
1746816833.544,277.340,277.340
1746816833.644,284.350,277.340
1746816833.744,284.350,284.350
1746816833.843,450.980,284.350
1746816833.944,450.980,450.980
1746816834.045,460.030,450.980
1746816834.144,460.030,460.030
1746816834.244,472.690,460.030
1746816834.344,472.690,472.690
1746816834.444,476.540,472.690
1746816834.544,476.540,476.540
1746816834.648,477.930,476.540
1746816834.744,473.900,477.930
1746816834.844,527.270,473.900
1746816834.944,527.270,527.270
1746816835.044,466.200,527.270
1746816835.144,466.200,466.200
1746816835.243,448.660,466.200
1746816835.343,448.660,448.660
1746816835.444,364.200,448.660
1746816835.544,364.200,364.200
1746816835.643,411.210,364.200
1746816835.743,411.210,411.210
1746816835.843,403.120,411.210
1746816835.944,403.120,403.120
1746816836.043,395.350,403.120
1746816836.143,395.350,395.350
1746816836.244,388.460,395.350
1746816836.344,382.670,388.460
1746816836.444,377.040,382.670
1746816836.543,377.040,377.040
1746816836.644,372.330,377.040
1746816836.743,372.330,372.330
1746816836.844,365.520,372.330
1746816836.944,365.520,365.520
1746816837.044,361.920,365.520
1746816837.145,361.920,361.920
1746816837.244,356.400,361.920
1746816837.344,356.400,356.400
1746816837.443,356.400,356.400
1746816837.544,356.400,356.400
1746816837.644,358.880,356.400
1746816837.743,358.880,358.880
1746816837.844,358.880,358.880
1746816837.943,358.880,358.880
1746816838.043,354.950,358.880
1746816838.144,357.920,354.950
1746816838.243,352.010,357.920
1746816838.343,352.010,352.010
1746816838.443,350.480,352.010
1746816838.544,350.480,350.480
1746816838.644,345.870,350.480
1746816838.744,345.870,345.870
1746816838.844,340.680,345.870
1746816838.944,340.680,340.680
1746816839.043,343.070,340.680
1746816839.144,341.260,343.070
1746816839.244,343.760,341.260
1746816839.344,343.760,343.760
1746816839.444,342.410,343.760
1746816839.544,342.410,342.410
1746816839.644,368.550,342.410
1746816839.743,368.550,368.550
1746816839.844,357.350,368.550
1746816839.943,357.350,357.350
1746816840.045,383.790,357.350
1746816840.144,383.790,383.790
1746816840.244,358.310,383.790
1746816840.344,358.310,358.310
1746816840.444,335.470,358.310
1746816840.543,335.470,335.470
1746816840.644,364.580,335.470
1746816840.744,364.580,364.580
1746816840.844,334.500,364.580
1746816840.944,334.500,334.500
1746816841.044,346.070,334.500
1746816841.144,346.070,346.070
1746816841.243,441.330,346.070
1746816841.343,441.330,441.330
1746816841.444,389.580,441.330
1746816841.544,389.580,389.580
1746816841.644,394.050,389.580
1746816841.744,394.050,394.050
1746816841.844,453.650,394.050
1746816841.944,453.650,453.650
1746816842.044,416.160,453.650
1746816842.144,393.670,416.160
1746816842.244,389.840,393.670
1746816842.344,389.390,389.840
1746816842.443,389.390,389.390
1746816842.544,384.170,389.390
1746816842.644,384.170,384.170
1746816842.744,442.590,384.170
1746816842.844,442.590,442.590
1746816842.944,377.410,442.590
1746816843.043,377.410,377.410
1746816843.144,379.110,377.410
1746816843.244,379.110,379.110
1746816843.344,377.550,379.110
1746816843.443,378.730,377.550
1746816843.544,296.890,378.730
