timestamp,longitude,latitude
2025-05-09T13:59:12,-88.23546752077789,40.092804030113484
2025-05-09T13:59:12,-88.23546752089493,40.092804029954976
2025-05-09T13:59:12,-88.23546752106783,40.092804029850704
2025-05-09T13:59:12,-88.23546752121125,40.092804029749885
2025-05-09T13:59:12,-88.23546752128885,40.09280402963428
2025-05-09T13:59:12,-88.23546752141782,40.092804029581465
2025-05-09T13:59:12,-88.23546752149109,40.09280402951505
2025-05-09T13:59:12,-88.23546752155725,40.09280402945716
2025-05-09T13:59:12,-88.23546752174553,40.092804029473626
2025-05-09T13:59:12,-88.23546752188312,40.09280402944707
2025-05-09T13:59:13,-88.23546752205081,40.09280402943449
2025-05-09T13:59:13,-88.23546750257091,40.09280403624349
2025-05-09T13:59:13,-88.23546750243311,40.09280403627952
2025-05-09T13:59:13,-88.235467502428,40.092804036383725
2025-05-09T13:59:13,-88.23546750231753,40.09280403642601
2025-05-09T13:59:13,-88.23546750221473,40.09280403646259
2025-05-09T13:59:13,-88.235467502123,40.092804036499594
2025-05-09T13:59:13,-88.2354675020099,40.09280403653393
2025-05-09T13:59:13,-88.2354675018879,40.092804036571394
2025-05-09T13:59:13,-88.23546750164455,40.09280403653513
2025-05-09T13:59:13,-88.23546750145515,40.092804036533366
2025-05-09T13:59:13,-88.23546750126212,40.092804036548074
2025-05-09T13:59:13,-88.23546750103577,40.092804036546354
2025-05-09T13:59:13,-88.23546750085143,40.09280403657271
2025-05-09T13:59:13,-88.23546750070592,40.09280403662504
2025-05-09T13:59:13,-88.2354675005911,40.09280403671577
2025-05-09T13:59:13,-88.23546750039392,40.09280403676316
2025-05-09T13:59:13,-88.23546750025824,40.09280403686848
2025-05-09T13:59:13,-88.2354675000246,40.0928040369202
2025-05-09T13:59:13,-88.23546749986298,40.09280403702724
2025-05-09T13:59:13,-88.2354674996333,40.09280403709146
2025-05-09T13:59:13,-88.23546749938646,40.092804037171696
2025-05-09T13:59:13,-88.2354674991635,40.092804037268316
2025-05-09T13:59:13,-88.23546749897419,40.09280403738172
2025-05-09T13:59:13,-88.23546749879225,40.0928040374993
2025-05-09T13:59:13,-88.23546749856618,40.092804037585914
2025-05-09T13:59:13,-88.23546749832298,40.092804037650595
2025-05-09T13:59:13,-88.23546749809697,40.09280403771494
2025-05-09T13:59:13,-88.23546749792371,40.092804037794444
2025-05-09T13:59:13,-88.23546749775328,40.09280403787254
2025-05-09T13:59:13,-88.23546749758025,40.092804037947225
2025-05-09T13:59:13,-88.23546749744762,40.09280403805149
2025-05-09T13:59:13,-88.23546749721262,40.0928040380916
2025-05-09T13:59:13,-88.2354674969997,40.09280403815746
2025-05-09T13:59:13,-88.23546749684736,40.0928040382691
2025-05-09T13:59:13,-88.23546749666298,40.09280403836746
2025-05-09T13:59:13,-88.23546749644537,40.092804038452506
2025-05-09T13:59:13,-88.23546749628738,40.09280403857605
2025-05-09T13:59:13,-88.23546749609147,40.09280403867302
2025-05-09T13:59:13,-88.23546749595405,40.092804038810094
2025-05-09T13:59:13,-88.23546749573572,40.09280403890714
2025-05-09T13:59:13,-88.23546749558234,40.09280403902865
2025-05-09T13:59:13,-88.2354674953924,40.09280403913083
2025-05-09T13:59:13,-88.23546749518522,40.09280403922149
2025-05-09T13:59:13,-88.23546749500639,40.092804039332435
2025-05-09T13:59:13,-88.23546749481424,40.09280403943105
2025-05-09T13:59:13,-88.23546749457765,40.092804039505126
2025-05-09T13:59:13,-88.23546749437348,40.09280403959134
2025-05-09T13:59:13,-88.23546749416808,40.09280403966882
2025-05-09T13:59:13,-88.23546749400967,40.09280403977187
2025-05-09T13:59:13,-88.2354674939457,40.09280403992593
2025-05-09T13:59:13,-88.23546749364752,40.09280403993553
2025-05-09T13:59:13,-88.23546750950013,40.09280404039874
2025-05-09T13:59:13,-88.2354675095434,40.0928040403833
2025-05-09T13:59:13,-88.23546750964688,40.09280404039565
2025-05-09T13:59:13,-88.23546750969996,40.09280404037643
2025-05-09T13:59:13,-88.23546750981711,40.0928040403897
